#,,
# ????,,
#    1. fhour_flag=0意义为零场预报，fhour_flag=1代表预报场预报
#    2. 以data_name,fhour_flag,列作为查询列，保证能确定一一行
# ,,
data_name,fhour_flag,data_code
grapes_gfs,0,NAFP_ANA_FTM_GRAPES_GFS_NEHE
grapes_gfs,1,NAFP_FOR_FTM_GRAPES_CFSV2_NEHE
