,id,lat,lon,Name
665,58942,25.72,119.38,福清市
666,58941,25.97,119.5,长乐市
667,59130,24.73,118.15,同安区
668,58938,25.23,118.98,秀屿区
669,58936,25.37,118.7,仙游县
670,58824,26.4,117.15,明溪县
671,58819,26.17,116.8,清流县
672,58818,26.23,116.63,宁化县
673,58923,25.7,117.83,大田县
674,58837,26.17,118.15,尤溪县
675,58826,26.4,117.8,沙县
676,58821,26.73,117.47,将乐县
677,58820,26.9,117.17,泰宁县
678,58822,26.83,116.85,建宁县
679,58921,25.97,117.35,永安市
680,58929,25.07,118.15,安溪县
681,58934,25.33,118.27,永春县
682,58935,25.48,118.23,德化县
683,59137,24.82,118.57,晋江市
684,59131,24.97,118.37,南安市
685,59126,24.5,117.65,漳州市
686,59322,23.98,117.37,云霄县
687,59129,24.13,117.6,漳浦县
688,59320,23.77,117.13,诏安县
689,59122,24.62,117.75,长泰县
690,59321,23.78,117.5,东山县
691,59124,24.52,117.37,南靖县
692,59125,24.38,117.32,平和县
693,58928,25.02,117.53,华安县
694,59127,24.43,117.83,龙海市
695,58823,26.8,117.8,顺昌县
696,58731,27.92,118.53,浦城县
697,58724,27.52,117.3,光泽县
698,58735,27.52,118.8,松溪县
699,58736,27.37,118.82,政和县
700,58725,27.33,117.47,邵武市
701,58730,27.77,118.03,武夷山市
702,58737,27.05,118.32,建瓯市
703,58734,27.33,118.12,建阳市
704,58911,25.85,116.37,长汀县
705,59113,24.73,116.72,永定县
706,58918,25.05,116.42,上杭县
707,58917,25.08,116.1,武平县
708,58912,25.72,116.75,连城县
709,58926,25.3,117.42,漳平市
710,58843,26.88,120.02,霞浦县
711,58836,26.58,118.73,古田县
712,58933,26.92,118.98,屏南县
713,58744,27.45,119.42,寿宁县
714,58747,27.15,119.35,周宁县
715,58749,27.23,119.88,柘荣县
716,58748,27.1,119.65,福安市
717,58754,27.33,120.2,福鼎市
718,58607,28.55,115.95,南昌县
719,58693,28.7,115.83,新建县
720,58602,28.85,115.55,安义县
721,58614,28.38,116.27,进贤县
722,58524,29.22,117.13,浮梁县
723,58620,28.97,117.13,乐平市
724,57789,27.13,113.95,莲花县
725,57783,27.53,113.49,上栗县
726,57794,27.38,114.01,芦溪县
727,58506,29.58,115.98,庐山区
728,58505,29.37,115.54,九江县
729,58507,29.25,115.12,武宁县
730,57598,29.03,114.58,修水县
731,58509,29.05,115.82,永修县
732,58508,29.33,115.77,德安县
733,58514,29.45,116.05,星子县
734,58517,29.27,116.2,都昌县
735,58510,29.73,116.23,湖口县
736,58512,29.9,116.55,彭泽县
737,58503,29.68,115.67,瑞昌市
738,57792,27.82,114.68,分宜县
739,58616,28.2,116.82,余江县
740,58626,28.3,117.22,贵溪市
741,57993,25.87,115.0,赣县
742,57995,25.4,114.93,信丰县
743,57994,25.4,114.35,大余县
744,57991,25.8,114.55,上犹县
745,57990,25.7,114.3,崇义县
746,58907,25.15,115.4,安远县
747,59092,24.92,114.82,龙南县
748,59093,24.78,115.03,定南县
749,59091,24.75,114.53,全南县
750,58806,26.48,116.02,宁都县
751,58905,25.97,115.42,于都县
752,58804,26.35,115.35,兴国县
753,58906,25.6,115.8,会昌县
754,59102,24.95,115.65,寻乌县
755,58814,26.35,116.35,石城县
756,58903,25.9,116.03,瑞金市
757,57992,25.67,114.75,南康市
758,57799,27.05,114.92,吉安县
759,58707,27.22,115.13,吉水县
760,58704,27.62,115.35,峡江县
761,58701,27.77,115.4,新干县
762,58705,27.33,115.42,永丰县
763,57899,26.8,114.92,泰和县
764,57896,26.33,114.5,遂川县
