,id,lat,lon,Name
0,45005,22.3,114.16666666666666,香港
1,45011,22.200000000000003,113.53333333333332,澳门
2,50953,45.75000000000001,126.76666666666665,哈尔滨
3,51463,43.78333333333333,87.61666666666667,乌鲁木齐
4,52866,36.71666666666667,101.75,西宁
5,52889,36.050000000000004,103.88333333333334,兰州
6,53463,40.81666666666667,111.68333333333332,呼和浩特
7,53614,38.483333333333334,106.21666666666665,银川
8,53698,38.03333333333334,114.41666666666667,石家庄
9,53772,37.78333333333333,112.55,太原
10,54161,43.9,125.21666666666665,长春
11,54342,41.73333333333333,123.44999999999999,沈阳
12,54511,39.93333333333334,116.28333333333333,北京
13,54527,39.08333333333333,117.06666666666668,天津
14,54823,36.68333333333333,116.98333333333333,济南
15,55591,29.666666666666664,91.13333333333333,拉萨
16,56294,30.666666666666664,104.01666666666668,成都
17,56778,25.01666666666667,102.68333333333332,昆明
18,57036,34.3,108.93333333333334,西安
19,57083,34.71666666666667,113.65,郑州
20,57494,30.616666666666667,114.13333333333333,武汉
21,57516,29.583333333333336,106.46666666666667,重庆
22,57679,28.200000000000003,113.08333333333333,长沙
23,57816,26.583333333333336,106.71666666666668,贵阳
24,58238,32.0,118.80000000000001,南京
25,58321,31.866666666666667,117.23333333333333,合肥
26,58367,31.166666666666668,121.43333333333334,上海
27,58457,30.233333333333334,120.16666666666666,杭州
28,58606,28.599999999999998,115.91666666666666,南昌
29,58847,26.083333333333336,119.28333333333333,福州
30,58968,25.03333333333333,121.51666666666667,台北
31,59287,23.166666666666668,113.33333333333334,广州
32,59431,22.816666666666663,108.35,南宁
33,59758,20.03333333333333,110.35,海口
